caseid,weight,websites_n,pink_slime_n,pink_slime_lib_n,pink_slime_con_n,hard_news_n,hard_news_or_pink_slime_n,local_or_pink_slime_n,local_n,local_only_n,regional_n,national_n,international_n,facebook_n,twitter_n,pink_slime_flag,pink_slime_lib_flag,pink_slime_con_flag,pink_slime_per,pink_slime_local_per,local_only_flag,local_only_per,local_flag,trump_support,knowledge,interest,college,female,race4,non_white,age4,age4_under_30,age4_30_44,age4_45_64,age4_65,zipcode,mean_ideology,ideology_bin,presvote20combined,untrustworthy_n,total_n,untrustworthy_flag,untrustworthy_per
1224910803,0.383656762634013,19873,0,0,0,1389,1389,625,625,0,870,936,671,4432,10,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,65+,0,0,0,1,23225,0.0012310000824470263,3,Joe Biden,22,19873,1,0.0011070296382025865
1224910807,0.591743835661906,2068,0,0,0,196,196,0,0,0,49,196,147,95,0,0,0,0,0,NA,0,0,0,1,3,4,1,0,White,0,65+,0,0,0,1,85716,0.11273809523809523,9,Donald Trump,0,2068,0,0
1224910819,0.62352768711915,7470,0,0,0,373,373,144,144,8,148,328,215,191,2,0,0,0,0,0,1,0.00107095046854083,1,1,4,4,1,0,White,0,65+,0,0,0,1,76262,0.0042319723183391,3,Donald Trump,3,7470,1,4.0160642570281126e-4
1224910843,1.48675623198674,55653,0,0,0,625,625,484,484,0,512,570,508,9787,28,0,0,0,0,0,0,0,1,0,3,1,0,1,White,0,45-64,0,0,1,0,44321,0.0566283763148965,6,Joe Biden,1,55653,1,1.796848328032631e-5
1224910853,0.926511542780597,245,0,0,0,2,2,0,0,0,0,2,0,70,0,0,0,0,0,NA,0,0,0,1,2,3,0,1,White,0,45-64,0,0,1,0,80723,0.07678461538461538,7,Donald Trump,0,245,0,0
1224910861,4.3789443116411,15926,0,0,0,1245,1245,308,308,3,325,1118,877,1878,8,0,0,0,0,0,1,1.8837121687806103e-4,1,0,1,2,0,1,White,0,65+,0,0,0,1,34491,0.03360391282182003,5,Joe Biden,6,15926,1,3.7674243375612206e-4
1224910871,0.383656762634013,187,0,0,0,4,4,4,4,0,4,4,4,1,0,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,65+,0,0,0,1,27549,-0.011794594594594596,3,Joe Biden,0,187,0,0
1224910891,0.980193966209854,5993,0,0,0,3426,3426,2989,2989,0,2989,3422,3394,52,2,0,0,0,0,0,0,0,1,1,3,4,1,0,White,0,65+,0,0,0,1,18969,0.032229726368159205,5,Donald Trump,23,5993,1,0.0038378107792424497
1224910911,1.43326944411294,63928,0,0,0,609,609,384,384,1,353,545,413,5373,362,0,0,0,0,0,1,1.5642597922662995e-5,1,1,2,3,0,1,White,0,65+,0,0,0,1,42701,0.07334540678737786,7,Donald Trump,6,63928,1,9.385558753597797e-5
1224910917,0.282634479977616,6172,0,0,0,292,292,56,56,0,107,280,212,38,3,0,0,0,0,0,0,0,1,0,4,4,0,0,White,0,45-64,0,0,1,0,94591,0.046757641119779716,5,Joe Biden,0,6172,0,0
1224910923,0.413454651168792,26983,0,0,0,8608,8608,102,102,8,136,8250,7643,571,2536,0,0,0,0,0,1,2.9648297075936703e-4,1,0,4,4,1,0,White,0,65+,0,0,0,1,48186,0.10398267710663683,9,Joe Biden,2,26983,1,7.412074268984176e-5
1224910941,0.494418705187291,3610,0,0,0,140,140,53,53,5,47,117,100,1340,0,0,0,0,0,0,1,0.0013850415512465374,1,0,3,4,1,1,White,0,65+,0,0,0,1,03106,0.04562479660417403,5,Joe Biden,1,3610,1,2.770083102493075e-4
1224910951,0.62352768711915,8742,0,0,0,43,43,22,22,2,20,40,23,4,7,0,0,0,0,0,1,2.2878059940517045e-4,1,1,4,4,1,0,White,0,65+,0,0,0,1,76901,0.05310148367952522,6,Donald Trump,9,8742,1,0.001029512697323267
1224910957,0.926511542780597,15130,0,0,0,540,540,30,30,15,71,525,468,1603,0,0,0,0,0,0,1,9.914077990746861e-4,1,1,4,3,0,1,White,0,45-64,0,0,1,0,NA,0.028540884167237834,4,Donald Trump,0,15130,0,0
1224910973,5.03374253775832,7696,0,0,0,103,103,28,28,0,37,95,70,725,0,0,0,0,0,0,0,0,1,1,2,1,0,1,White,0,65+,0,0,0,1,28373,0.11622047413793103,9,Donald Trump,8,7696,1,0.0010395010395010396
1224910999,0.340439312699196,18977,0,0,0,1992,1992,156,156,1,1179,1931,1690,1879,38,0,0,0,0,0,1,5.269536807714602e-5,1,0,3,4,1,1,White,0,65+,0,0,0,1,32738,0.035824119980168566,5,Joe Biden,15,18977,1,7.904305211571903e-4
1224911025,0.309834835423125,290,0,0,0,3,3,0,0,0,0,3,3,48,0,0,0,0,0,NA,0,0,0,0,2,4,0,1,White,0,65+,0,0,0,1,34104,0.029069633507853403,4,Joe Biden,0,290,0,0
1224911033,1.48675623198674,51454,2,2,0,5828,5830,1364,1362,8,2282,5061,4330,4150,44,1,1,0,3.886966999650173e-5,0.001466275659824047,1,1.5547867998600692e-4,1,0,0,1,0,1,White,0,45-64,0,0,1,0,50236,0.02487517400499904,4,Joe Biden,20,51454,1,3.886966999650173e-4
1224911039,1.24231489379693,2546,0,0,0,412,412,13,13,0,80,409,308,0,0,0,0,0,0,0,0,0,1,0,4,3,1,0,White,0,65+,0,0,0,1,35758,0.0534421926910299,6,Joe Biden,0,2546,0,0
1224911049,0.467639634766624,45791,0,0,0,2821,2821,1974,1974,0,1984,2807,2305,181,262,0,0,0,0,0,0,0,1,1,2,3,0,1,Other,1,Under 30,1,0,0,0,06117,0.005518346073662265,3,Donald Trump,9,45791,1,1.9654517263217663e-4
1224911061,0.35664479654187897,16796,0,0,0,1590,1590,219,219,1,322,1569,1377,370,0,0,0,0,0,0,1,5.953798523457966e-5,1,1,3,4,0,1,White,0,65+,0,0,0,1,92345,0.1320906597304327,10,Donald Trump,33,16796,1,0.0019647535127411287
1224919045,0.489284041918298,11018,0,0,0,163,163,12,12,0,12,148,46,1,5,0,0,0,0,0,0,0,1,1,1,3,0,1,White,0,65+,0,0,0,1,NA,-0.0038664460879719712,3,Donald Trump,0,11018,0,0
1224919187,0.286418808732207,34926,2,1,1,5625,5625,827,825,10,1695,5224,3761,4041,677,1,1,1,5.7263929450838916e-5,0.0024183796856106408,1,2.8631964725419457e-4,1,0,3,4,1,1,White,0,45-64,0,0,1,0,72211,0.014319161574047633,4,Joe Biden,19,34926,1,5.440073297829697e-4
1224937035,0.302858593023422,4648,0,0,0,987,987,505,505,0,521,986,888,25,569,0,0,0,0,0,0,0,1,0,2,4,1,1,Black,1,45-64,0,0,1,0,77014,0.07422164859002169,7,Joe Biden,0,4648,0,0
1224940791,0.471681843577983,44722,0,0,0,14484,14484,1539,1539,244,1321,14079,12874,3229,82,0,0,0,0,0,1,0.00545592773131792,1,0,4,4,0,0,White,0,30-44,0,1,0,0,90029,-0.05552796502732241,1,Joe Biden,0,44722,0,0
1224943977,0.566499138080711,33420,0,0,0,1578,1578,657,657,0,663,1101,1169,377,762,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,45-64,0,0,1,0,27587,-0.08818893536916964,1,Joe Biden,2,33420,1,5.984440454817474e-5
1224956903,0.517311115572609,3801,0,0,0,126,126,15,15,0,34,116,74,139,6,0,0,0,0,0,0,0,1,1,3,3,0,0,White,0,65+,0,0,0,1,45356,0.1450697409326425,10,Donald Trump,3,3801,1,7.892659826361484e-4
1224956909,0.379343597920911,1986,1,0,1,163,164,76,75,4,104,154,73,99,3,1,0,1,5.035246727089627e-4,0.013157894736842105,1,0.002014098690835851,1,0,4,4,1,0,White,0,45-64,0,0,1,0,60463,-0.06407133333333333,1,Joe Biden,0,1986,0,0
1224956919,0.502015948018151,9388,0,0,0,665,665,130,130,0,143,662,562,927,13,0,0,0,0,0,0,0,1,1,2,4,1,1,White,0,30-44,0,1,0,0,84624,0.045874012415349885,5,Donald Trump,1,9388,1,1.0651896037494674e-4
1224956921,0.465340128208243,12591,0,0,0,95,95,60,60,0,60,38,36,27,2,0,0,0,0,0,0,0,1,1,3,4,1,1,White,0,65+,0,0,0,1,23113,0.01065958132045089,4,Donald Trump,0,12591,0,0
1224956927,0.705518497346515,12698,0,0,0,1546,1546,19,19,4,188,356,1238,14,233,0,0,0,0,0,1,3.1501023783272954e-4,1,0,4,4,0,0,Black,1,65+,0,0,0,1,94605,0.03532652138157895,5,Joe Biden,0,12698,0,0
1224956929,1.20888627644204,802,0,0,0,69,69,28,28,3,31,59,45,23,0,0,0,0,0,0,1,0.003740648379052369,1,1,3,3,1,1,White,0,45-64,0,0,1,0,NA,0.03767987421383648,5,Donald Trump,0,802,0,0
1224956931,1.58707620580301,11127,0,0,0,585,585,344,344,0,401,504,482,747,653,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,45-64,0,0,1,0,24850,0.12976484837609906,9,Joe Biden,1,11127,1,8.987148377819718e-5
1224956941,0.306351595169879,125373,1,1,0,28671,28671,3205,3204,4,11261,28596,22741,12561,22,1,1,0,7.976199022118e-6,3.1201248049921997e-4,1,3.1904796088472e-5,1,0,2,4,0,0,White,0,45-64,0,0,1,0,60640,0.09369490847825467,8,Joe Biden,5,125373,1,3.988099511059e-5
1224961639,0.475469519797994,3625,0,0,0,40,40,9,9,2,9,30,27,28,2,0,0,0,0,0,1,5.517241379310345e-4,1,0,0,3,1,0,Other,1,45-64,0,0,1,0,89149,0.008303257918552036,3,Joe Biden,0,3625,0,0
1224961653,1.99075073938546,1177,0,0,0,10,10,1,1,0,1,10,10,7,0,0,0,0,0,0,0,0,1,1,4,3,1,0,White,0,45-64,0,0,1,0,22701,0.311769801980198,10,Donald Trump,0,1177,0,0
1224961755,0.980193966209854,49617,0,0,0,8399,8399,837,837,10,932,8184,4365,3396,12,0,0,0,0,0,1,2.0154382570489952e-4,1,1,4,4,1,0,White,0,65+,0,0,0,1,11766,0.2318622778180197,10,Donald Trump,2190,49617,1,0.044138097829372995
1224961757,0.782808834709207,23209,0,0,0,4106,4106,753,753,14,1416,3574,2578,1758,18,0,0,0,0,0,1,6.032142703261665e-4,1,1,3,3,0,1,White,0,45-64,0,0,1,0,33955,0.18492961023351648,10,Donald Trump,1,23209,1,4.3086733594726185e-5
1224961759,0.376286313070419,4392,0,0,0,561,561,407,407,0,411,497,470,153,3,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,65+,0,0,0,1,52302,0.017336887921653974,4,Joe Biden,0,4392,0,0
1224961775,0.191581111232723,25944,0,0,0,7001,7001,70,70,6,133,6963,6918,351,86,0,0,0,0,0,1,2.3126734505087883e-4,1,0,4,4,1,0,White,0,45-64,0,0,1,0,53954,-0.0585894325737525,1,Joe Biden,0,25944,0,0
1224961785,0.254154838088786,13438,0,0,0,5928,5928,124,124,0,124,5920,5808,775,17,0,0,0,0,0,0,0,1,0,2,4,1,1,White,0,45-64,0,0,1,0,38558,0.11557206477732794,9,Joe Biden,0,13438,0,0
1224961787,0.388070659777166,22637,1,0,1,7451,7452,464,463,0,1969,7336,5064,3052,26,1,0,1,4.417546494676856e-5,0.0021551724137931034,0,0,1,0,2,4,1,1,White,0,65+,0,0,0,1,85014,-0.01209410379150521,3,Joe Biden,4,22637,1,1.7670185978707425e-4
1224961799,0.352801620188799,57640,0,0,0,4184,4184,663,663,26,743,4112,3039,7018,104,0,0,0,0,0,1,4.510756419153366e-4,1,1,4,4,1,0,White,0,45-64,0,0,1,0,02136,0.06594067571834543,7,Donald Trump,8,57640,1,1.3879250520471896e-4
1224961805,0.475047979728328,24309,0,0,0,226,226,195,195,0,40,216,215,3293,20,0,0,0,0,0,0,0,1,1,3,4,0,0,Other,1,45-64,0,0,1,0,37814,0.05342185246810871,6,Donald Trump,1,24309,1,4.11370274383973e-5
1224961811,1.33901512873041,20389,0,0,0,1560,1560,62,62,0,369,1560,1243,893,0,0,0,0,0,0,0,0,1,0,3,3,1,0,Other,1,45-64,0,0,1,0,02861,0.08204096236890808,7,Joe Biden,1,20389,1,4.9046054244935994e-5
1224961813,0.359451697497666,28634,7,7,0,1270,1270,140,133,0,126,1257,307,771,88,1,1,0,2.4446462247677586e-4,0.05,0,0,1,0,3,3,1,1,White,0,65+,0,0,0,1,NA,0.0462169099756691,5,Another candidate,49,28634,1,0.001711252357337431
1224961847,0.345994985212976,21533,0,0,0,1442,1442,377,377,0,458,1375,973,2259,560,0,0,0,0,0,0,0,1,0,3,4,1,0,White,0,45-64,0,0,1,0,77025,0.06298250409007795,6,Joe Biden,0,21533,0,0
1224961873,1.43326944411294,9658,0,0,0,185,185,69,69,1,68,165,167,5,0,0,0,0,0,0,1,1.0354110581901015e-4,1,1,3,3,0,1,White,0,65+,0,0,0,1,34736,0.1821159884915742,10,Donald Trump,6,9658,1,6.212466349140609e-4
1224961881,0.390294054481005,8092,0,0,0,186,186,56,56,0,56,185,182,170,1,0,0,0,0,0,0,0,1,0,2,4,1,1,Black,1,45-64,0,0,1,0,NA,0.09880345381526104,8,Joe Biden,0,8092,0,0
1224961883,1.60769726427149,2287,0,0,0,40,40,13,13,0,14,38,30,6,4,0,0,0,0,0,0,0,1,1,1,3,0,0,White,0,45-64,0,0,1,0,NA,-0.018685783718104493,2,Donald Trump,0,2287,0,0
1224964023,0.254154838088786,33261,0,0,0,221,221,28,28,2,67,197,139,1202,219,0,0,0,0,0,1,6.01304831484321e-5,1,0,2,4,1,1,White,0,45-64,0,0,1,0,29568,0.14184812583668005,10,Joe Biden,0,33261,0,0
1224966703,1.07656599997478,2582,0,0,0,114,114,9,9,0,9,114,113,17,0,0,0,0,0,0,0,0,1,0,2,3,1,1,White,0,Under 30,1,0,0,0,37820,-0.023954170854271355,2,Joe Biden,0,2582,0,0
1224966861,0.468954797645472,6245,0,0,0,314,314,168,168,3,174,306,286,948,11,0,0,0,0,0,1,0.00048038430744595676,1,0,3,4,0,1,White,0,45-64,0,0,1,0,34474,-0.05537539840637451,1,Joe Biden,1,6245,1,1.601281024819856e-4
1224978397,0.517068911072594,14195,0,0,0,581,581,145,145,0,153,535,345,413,2,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,45-64,0,0,1,0,64029,0.05510143643763467,6,Donald Trump,6,14195,1,4.2268404367735117e-4
1224980305,0.231307077337476,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,4,0,1,White,0,45-64,0,0,1,0,78634,0.02625934065934066,4,Joe Biden,0,115,0,0
1224984519,0.862923792068454,34009,0,0,0,7844,7844,1249,1249,12,1321,7460,6880,3525,975,0,0,0,0,0,1,3.5284777558881473e-4,1,1,2,4,0,0,White,0,30-44,0,1,0,0,60074,0.05486439261916965,6,Donald Trump,296,34009,1,0.008703578464524096
1224984567,1.98494052299162,17402,0,0,0,1186,1186,44,44,0,228,1184,1152,10,13,0,0,0,0,0,0,0,1,0,2,3,1,0,Hispanic,1,30-44,0,1,0,0,75098,0.017698405594405595,4,Joe Biden,0,17402,0,0
1224986833,1.57380945526457,35600,0,0,0,6821,6821,54,54,0,1674,6804,4920,999,0,0,0,0,0,0,0,0,1,0,4,3,1,1,White,0,30-44,0,1,0,0,66617,0.1124316991017964,9,Joe Biden,0,35600,0,0
1224987807,0.429868904965959,2826,0,0,0,560,560,48,48,2,152,543,398,185,2,0,0,0,0,0,1,7.077140835102619e-4,1,0,3,4,1,0,White,0,65+,0,0,0,1,89052,0.05701106780982073,6,Joe Biden,0,2826,0,0
1224987935,0.102586250700567,2731,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,NA,0,0,0,0,1,4,0,1,White,0,45-64,0,0,1,0,NA,0.03629421052631579,5,Joe Biden,0,2731,0,0
1224995131,0.294277030473271,57,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,Hispanic,1,45-64,0,0,1,0,95051,0.2036,10,Joe Biden,0,57,0,0
1224995533,0.379343597920911,44982,0,0,0,544,544,397,397,0,416,538,477,26,35,0,0,0,0,0,0,0,1,0,3,4,1,0,White,0,45-64,0,0,1,0,46074,-0.17979135265700483,1,Joe Biden,0,44982,0,0
1224995535,0.48588328447368,10147,0,0,0,134,134,74,74,1,74,86,36,6439,19,0,0,0,0,0,1,9.855129594954174e-5,1,1,1,3,0,1,White,0,30-44,0,1,0,0,70006,0.07421025280898877,7,Donald Trump,3,10147,1,2.956538878486252e-4
1224995539,0.302858593023422,4242,0,0,0,170,170,14,14,0,17,73,38,31,0,0,0,0,0,0,0,0,1,0,2,4,1,1,Black,1,45-64,0,0,1,0,32818,0.08551873786407767,8,Joe Biden,0,4242,0,0
1224995543,0.702682107880344,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,4,4,1,0,White,0,65+,0,0,0,1,73110,-0.3249,1,Donald Trump,0,35,0,0
1224995563,0.102586250700567,238,0,0,0,8,8,3,3,0,3,8,3,1,0,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,65+,0,0,0,1,NA,0.05000851063829787,6,Joe Biden,0,238,0,0
1224995565,0.300810850238127,18066,0,0,0,4240,4240,360,360,95,1145,4076,2877,1637,10,0,0,0,0,0,1,0.005258496623491642,1,1,1,4,1,1,White,0,45-64,0,0,1,0,90211,0.10610154226961158,9,Donald Trump,4,18066,1,2.214103841470165e-4
1224995577,2.9058280009079702,1360,0,0,0,141,141,6,6,0,24,140,122,120,2,0,0,0,0,0,0,0,1,1,1,3,0,1,White,0,65+,0,0,0,1,70072,0.09249621212121212,8,Donald Trump,0,1360,0,0
1225000363,0.279419808905997,39309,0,0,0,6761,6761,55,55,0,1678,6747,5061,2,27,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,45-64,0,0,1,0,40160,0.08733687790905835,8,Joe Biden,0,39309,0,0
1225000377,0.896704943866161,23629,0,0,0,996,996,29,29,2,36,952,671,118,8,0,0,0,0,0,1,8.464175377713826e-5,1,0,2,4,0,0,White,0,65+,0,0,0,1,14141,0.13527427425821972,10,Joe Biden,1,23629,1,4.232087688856913e-5
1225000383,1.15050456067715,42218,0,0,0,9305,9305,232,232,0,2459,9282,6953,3057,14,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,65+,0,0,0,1,42025,0.09623707789188961,8,Donald Trump,6,42218,1,1.4211947510540528e-4
1225000385,0.291144065235428,4420,0,0,0,72,72,11,11,0,12,69,68,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,White,0,45-64,0,0,1,0,79109,0.1538987537891546,10,Donald Trump,0,4420,0,0
1225000387,3.8640180259016,20207,0,0,0,64,64,47,47,4,44,51,41,1382,36,0,0,0,0,0,1,1.979512050279606e-4,1,1,1,1,0,1,White,0,45-64,0,0,1,0,39574,0.12761202663337495,9,Donald Trump,1,20207,1,4.948780125699015e-5
1225000397,0.494418705187291,77582,0,0,0,11175,11175,843,843,1,1039,11158,10059,5787,217,0,0,0,0,0,1,1.2889587790982445e-5,1,0,4,4,1,1,White,0,65+,0,0,0,1,07424,0.026702874304131263,4,Joe Biden,10,77582,1,1.2889587790982445e-4
1225000399,2.42788996632428,1520,0,0,0,45,45,3,3,0,8,30,38,1,4,0,0,0,0,0,0,0,1,1,0,3,0,1,White,0,45-64,0,0,1,0,43207,0.041610687022900765,5,Donald Trump,0,1520,0,0
1225000411,0.381445835993178,19645,0,0,0,1457,1457,217,217,0,406,1454,1213,531,1,0,0,0,0,0,0,0,1,0,3,4,1,0,White,0,65+,0,0,0,1,90046,0.00294692048351287,3,Joe Biden,0,19645,0,0
1225000417,0.28971400194848,1088,0,0,0,34,34,10,10,0,16,25,14,22,4,0,0,0,0,0,0,0,1,0,2,4,1,1,White,0,45-64,0,0,1,0,85224,0.02485993690851735,4,Joe Biden,0,1088,0,0
1225000431,0.580739176694395,22194,0,0,0,655,655,108,108,0,230,595,463,5975,7,0,0,0,0,0,0,0,1,1,3,3,0,1,White,0,65+,0,0,0,1,17111,0.02259790543343011,4,Donald Trump,0,22194,0,0
1225000439,1.23620150313956,4635,0,0,0,432,432,33,33,5,32,408,54,157,105,0,0,0,0,0,1,0.0010787486515641855,1,1,1,2,0,1,White,0,65+,0,0,0,1,76028,0.0937634092171016,8,Donald Trump,292,4635,1,0.06299892125134844
1225009447,0.298085572355588,16043,0,0,0,2412,2412,87,87,6,124,2318,2102,151,9,0,0,0,0,0,1,3.739948887365206e-4,1,0,3,4,0,1,White,0,45-64,0,0,1,0,06010,0.04874911835237692,5,Joe Biden,1,16043,1,6.233248145608676e-5
1225018703,0.111984607621128,5340,1,1,0,214,214,106,105,0,116,191,148,865,28,1,1,0,1.8726591760299626e-4,0.009433962264150943,0,0,1,0,3,4,0,1,White,0,45-64,0,0,1,0,67554,0.029829348217500898,5,Joe Biden,0,5340,0,0
1225019331,0.525086182043661,6739,0,0,0,308,308,113,113,2,141,257,155,27,2,0,0,0,0,0,1,2.967799376762131e-4,1,1,3,4,1,0,White,0,65+,0,0,0,1,97008,0.055171771217712176,6,Donald Trump,15,6739,1,0.002225849532571598
1225019493,0.429032655391703,15679,0,0,0,769,769,313,313,0,663,763,704,799,454,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,30-44,0,1,0,0,84118,-0.09615570325130232,1,Joe Biden,7,15679,1,4.4645704445436574e-4
1225022141,0.642373787161696,1012,0,0,0,24,24,16,16,0,17,22,22,2,14,0,0,0,0,0,0,0,1,0,4,4,1,0,White,0,45-64,0,0,1,0,80526,-0.001010720562390158,3,Joe Biden,0,1012,0,0
1225026847,0.231307077337476,1851,0,0,0,359,359,211,211,0,215,349,47,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,White,0,45-64,0,0,1,0,27104,0.053433720930232555,6,Joe Biden,0,1851,0,0
1225037377,0.226346694533115,7217,0,0,0,482,482,162,162,2,165,455,246,123,1,0,0,0,0,0,1,2.771234585007621e-4,1,1,2,4,1,1,Hispanic,1,30-44,0,1,0,0,12182,0.04420544369873229,5,Donald Trump,52,7217,1,0.007205209921019814
1225037431,0.591743835661906,43155,0,0,0,7511,7511,407,407,1,1323,7496,6175,3101,17,0,0,0,0,0,1,2.3172285946008575e-5,1,1,4,4,1,0,White,0,65+,0,0,0,1,85614,0.18493449091361713,10,Donald Trump,50,43155,1,0.0011586142973004287
1225037435,0.62352768711915,6264,0,0,0,2874,2874,77,77,1,98,2845,459,14,28,0,0,0,0,0,1,1.5964240102171138e-4,1,1,4,4,1,0,White,0,65+,0,0,0,1,76013,0.6516189816124469,10,Donald Trump,637,6264,1,0.10169220945083014
1225037465,0.858624165100415,3200,0,0,0,66,66,3,3,2,8,63,36,82,2,0,0,0,0,0,1,6.25e-4,1,1,2,4,0,1,White,0,65+,0,0,0,1,76266,0.06219584120982987,6,Donald Trump,0,3200,0,0
1225037473,0.377107289279223,4468,0,0,0,218,218,118,118,49,75,141,89,470,2,0,0,0,0,0,1,0.010966875559534467,1,0,3,4,1,0,White,0,65+,0,0,0,1,30030,-0.0036817940552017,3,Joe Biden,1,4468,1,2.2381378692927484e-4
1225042365,0.383656762634013,10851,0,0,0,937,937,205,205,1,439,713,823,692,164,0,0,0,0,0,1,9.21574048474795e-5,1,0,4,4,1,1,White,0,65+,0,0,0,1,78681,-0.03868989882506527,2,Joe Biden,1,10851,1,9.21574048474795e-5
1225042373,1.10021101128718,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,4,3,0,1,White,0,45-64,0,0,1,0,41824,0.057999999999999996,6,Joe Biden,0,6,0,0
1225042375,0.590764206710257,32718,0,0,0,173,173,134,134,2,134,101,68,11038,3,0,0,0,0,0,1,6.112843083318051e-5,1,1,3,4,0,1,White,0,65+,0,0,0,1,13084,0.13969901711761457,10,Donald Trump,3,32718,1,9.169264624977077e-5
1225042383,0.313399425515412,19721,0,0,0,3376,3376,74,74,1,119,3332,3227,1,204,0,0,0,0,0,1,5.0707367780538514e-5,1,0,2,4,0,1,White,0,65+,0,0,0,1,98019,-0.02204397705544933,2,Joe Biden,2,19721,1,1.0141473556107703e-4
1225042389,0.287604880428907,958,0,0,0,193,193,49,49,2,64,177,117,20,8,0,0,0,0,0,1,0.0020876826722338203,1,0,3,4,0,1,White,0,65+,0,0,0,1,91605,-0.14891744840525328,1,Joe Biden,6,958,1,0.006263048016701462
1225042395,0.231307077337476,9998,0,0,0,2616,2616,82,82,0,98,2600,2346,2154,4,0,0,0,0,0,0,0,1,0,4,4,0,1,White,0,45-64,0,0,1,0,33311,-0.024999353711790396,2,Joe Biden,0,9998,0,0
1225042425,0.47788250277724,1157,0,0,0,36,36,5,5,1,4,27,12,4,0,0,0,0,0,0,1,8.64304235090752e-4,1,1,3,4,0,0,White,0,65+,0,0,0,1,97411,-0.013870229007633586,3,Donald Trump,0,1157,0,0
1225042435,0.320244053116403,52343,0,0,0,1376,1376,959,959,0,991,449,269,1272,76,0,0,0,0,0,0,0,1,1,4,4,0,1,White,0,65+,0,0,0,1,19401,0.04979090649400114,6,Donald Trump,24,52343,1,4.585140324398678e-4
1225042445,0.360088479020951,12928,0,0,0,1664,1664,1172,1172,0,1213,1637,1440,3227,5,0,0,0,0,0,0,0,1,0,4,4,0,0,White,0,45-64,0,0,1,0,18431,0.11086213869246991,9,Joe Biden,0,12928,0,0
1225042447,0.327529495641434,75561,0,0,0,3663,3663,1971,1971,173,2015,3348,2740,2965,149,0,0,0,0,0,1,0.002289540900729212,1,0,4,4,1,1,White,0,45-64,0,0,1,0,10925,-0.07549277566539925,1,Joe Biden,15,75561,1,1.9851510699964267e-4
1225042449,0.347154994764686,12479,0,0,0,312,312,42,42,8,42,281,262,7367,0,0,0,0,0,0,1,6.410770093757512e-4,1,0,3,4,0,0,White,0,65+,0,0,0,1,98028,0.0447270355179335,5,Joe Biden,0,12479,0,0
1225042451,0.309834835423125,13230,0,0,0,3595,3595,97,97,0,970,3578,2704,910,0,0,0,0,0,0,0,0,1,0,2,4,0,1,White,0,65+,0,0,0,1,21842,0.06217436648271202,6,Joe Biden,0,13230,0,0
1225042997,0.286443559871851,48403,0,0,0,7439,7439,1921,1921,462,2542,6949,4812,7054,208,0,0,0,0,0,1,0.009544862921719728,1,0,3,3,0,1,White,0,65+,0,0,0,1,06320,0.0362387410650799,5,Joe Biden,2,48403,1,4.131975290787761e-5
1225043651,0.307019988790448,10290,0,0,0,1006,1006,47,47,0,136,1003,885,1015,0,0,0,0,0,0,0,0,1,0,4,4,1,0,White,0,45-64,0,0,1,0,27410,0.07532386713594369,7,Joe Biden,0,10290,0,0
1225046693,2.26861124202782,17121,0,0,0,806,806,569,569,0,569,803,728,3548,60,0,0,0,0,0,0,0,1,1,0,1,0,1,White,0,30-44,0,1,0,0,NA,0.09883852165849781,8,Donald Trump,1,17121,1,5.8407803282518544e-5
1225046707,0.174414748715603,5915,0,0,0,101,101,61,61,0,63,83,66,88,11,0,0,0,0,0,0,0,1,0,1,4,0,1,White,0,45-64,0,0,1,0,38654,0.1186009140008309,9,Did not vote for President,0,5915,0,0
1225054469,0.648364884303022,7007,0,0,0,1894,1894,1696,1696,0,1737,1883,1811,636,0,0,0,0,0,0,0,0,1,1,3,3,1,0,White,0,45-64,0,0,1,0,44057,0.0016936708860759487,3,Donald Trump,0,7007,0,0
1225059197,0.853729946244318,7949,0,0,0,4394,4394,380,380,0,530,4381,4228,89,19,0,0,0,0,0,0,0,1,0,2,3,0,0,White,0,Under 30,1,0,0,0,53711,-0.08728712178517398,1,Joe Biden,2,7949,1,2.516039753428104e-4
1225059535,0.300810850238127,104535,0,0,0,1690,1690,66,66,0,105,1677,1130,58,22,0,0,0,0,0,0,0,1,1,3,4,1,1,White,0,45-64,0,0,1,0,84721,0.08217247659356162,7,Donald Trump,5,104535,1,4.783087004352609e-5
