caseid,weight,websites_n,pink_slime_n,pink_slime_lib_n,pink_slime_con_n,hard_news_n,hard_news_or_pink_slime_n,local_or_pink_slime_n,local_n,local_only_n,regional_n,national_n,international_n,facebook_n,twitter_n,pink_slime_flag,pink_slime_lib_flag,pink_slime_con_flag,pink_slime_per,pink_slime_local_per,local_only_flag,local_only_per,local_flag,trump_support,knowledge,interest,college,female,race4,non_white,age4,age4_under_30,age4_30_44,age4_45_64,age4_65,zipcode,mean_ideology,ideology_bin,presvote20combined,untrustworthy_n,total_n,untrustworthy_flag,untrustworthy_per
1227511445,2.27138565787056,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,2,1,0,1,Black,1,30-44,0,1,0,0,68111,-0.0622,1,Donald Trump,0,24,0,0
1227527863,1.64537017039498,253,0,0,0,68,68,67,67,0,67,68,68,3,0,0,0,0,0,0,0,0,1,1,2,2,0,0,White,0,Under 30,1,0,0,0,90813,0.00992183908045977,4,Donald Trump,0,253,0,0
1227532055,0.397609427263808,21410,0,0,0,678,678,342,342,4,361,647,546,2667,12,0,0,0,0,0,1,1.8682858477347034e-4,1,0,4,4,1,0,White,0,Under 30,1,0,0,0,NA,-0.007326764144945964,3,Joe Biden,6,21410,1,2.802428771602055e-4
1227532141,0.164023696050346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,3,4,1,1,White,0,Under 30,1,0,0,0,63736,NA,NA,Donald Trump,0,2,0,0
1227548777,1.3947558567175,209883,0,0,0,6506,6506,4785,4785,110,4675,6131,5701,21578,4747,0,0,0,0,0,1,5.241015232296089e-4,1,0,1,3,1,1,Hispanic,1,30-44,0,1,0,0,93928,0.07466052631578947,7,Joe Biden,3,209883,1,1.429367790626206e-5
1227551265,0.231307077337476,3016,0,0,0,123,123,54,54,2,55,79,56,92,831,0,0,0,0,0,1,6.63129973474801e-4,1,0,3,4,0,1,White,0,45-64,0,0,1,0,24015,0.07100111111111111,7,Joe Biden,0,3016,0,0
1227566263,0.667630762278851,894,0,0,0,89,89,7,7,0,7,89,33,1,366,0,0,0,0,0,0,0,1,1,4,4,0,0,White,0,30-44,0,1,0,0,98121,-0.021910763888888886,2,Donald Trump,50,894,1,0.05592841163310962
1227609405,0.442290388841594,4381,0,0,0,511,511,30,30,0,30,355,311,719,3,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,65+,0,0,0,1,18411,0.18893563596491228,10,Joe Biden,0,4381,0,0
1227658415,4.32040132638955,348,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,0,0,0,2,3,0,1,Black,1,65+,0,0,0,1,30213,-0.038154545454545455,2,Did not vote for President,0,348,0,0
1227658577,0.659099909567527,9545,0,0,0,332,332,1,1,0,18,331,255,26,0,0,0,0,0,0,0,0,1,1,3,4,0,1,White,0,45-64,0,0,1,0,78664,0.04110407754010695,5,Donald Trump,0,9545,0,0
1227665711,2.0903741718834,47237,0,0,0,3464,3464,238,238,2,1013,3440,2626,951,7,0,0,0,0,0,1,4.23396913436501e-5,1,1,4,3,0,0,White,0,65+,0,0,0,1,NA,0.04985806241872561,6,Donald Trump,1,47237,1,2.116984567182505e-5
1227666825,2.52143381653618,2406,0,0,0,1080,1080,926,926,0,926,1080,1076,51,32,0,0,0,0,0,0,0,1,0,4,3,1,1,Black,1,Under 30,1,0,0,0,45231,-0.03848592342342343,2,Joe Biden,0,2406,0,0
1227696481,3.05512978445906,2167,0,0,0,52,52,41,41,1,40,51,45,63,42,0,0,0,0,0,1,4.6146746654360867e-4,1,1,4,2,1,0,White,0,Under 30,1,0,0,0,82007,0.02720655629139073,4,Donald Trump,0,2167,0,0
1227713521,0.149278455735091,25970,2,2,0,2965,2965,2881,2879,0,2883,2955,2928,182,613,1,1,0,7.701193685021179e-5,6.942034015966678e-4,0,0,1,0,4,4,0,1,White,0,Under 30,1,0,0,0,46807,-0.04796771608471666,2,Joe Biden,0,25970,0,0
1227718079,1.61947916005746,28692,0,0,0,4929,4929,1002,1002,4,1013,4884,4643,35,148,0,0,0,0,0,1,1.3941168269901018e-4,1,0,2,3,0,1,Other,1,Under 30,1,0,0,0,90292,-0.07131428108633443,1,Joe Biden,0,28692,0,0
1227718951,1.60487596855774,50370,0,0,0,6066,6066,3002,3002,747,2314,5289,3786,2861,681,0,0,0,0,0,1,0.0148302561048243,1,1,3,4,0,0,White,0,65+,0,0,0,1,17847,0.1848710923102697,10,Donald Trump,143,50370,1,0.0028389914631725232
1227721755,0.555042321695657,21590,0,0,0,936,936,324,324,4,349,871,759,1785,82,0,0,0,0,0,1,1.8527095877721167e-4,1,1,3,4,0,1,White,0,45-64,0,0,1,0,85602,0.11085918947742623,9,Donald Trump,39,21590,1,0.0018063918480778138
1227781925,1.34348452076766,26035,4,3,1,2513,2513,491,489,29,599,2129,1470,2761,21,1,1,1,1.5363933166890725e-4,0.008146639511201629,1,0.0011138851545995775,1,1,3,4,0,0,White,0,45-64,0,0,1,0,16901,0.06072422523799878,6,Donald Trump,69,26035,1,0.00265027847128865
1227782041,1.15050456067715,21747,0,0,0,242,242,22,22,0,69,240,182,7120,0,0,0,0,0,0,0,0,1,1,2,4,0,0,White,0,65+,0,0,0,1,32780,0.10647419057282538,9,Donald Trump,0,21747,0,0
1227786083,4.60289852753499,17224,0,0,0,275,275,142,142,0,104,264,189,20,184,0,0,0,0,0,0,0,1,0,4,2,1,1,Hispanic,1,Under 30,1,0,0,0,93908,0.056191214522114126,6,Joe Biden,3,17224,1,1.7417556897352532e-4
1227838093,0.919399750246043,14739,0,0,0,1323,1323,356,356,0,590,1320,1077,410,3,0,0,0,0,0,0,0,1,1,3,4,0,1,White,0,45-64,0,0,1,0,19344,0.05967239873878244,6,Donald Trump,0,14739,0,0
1227871777,2.99835928535257,20162,0,0,0,5782,5782,5629,5629,0,5635,5758,5739,1648,35,0,0,0,0,0,0,0,1,1,3,1,0,0,White,0,Under 30,1,0,0,0,65802,0.012403247947052333,4,Donald Trump,0,20162,0,0
1227875601,0.948098315094028,37,0,0,0,2,2,2,2,0,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,3,0,1,White,0,Under 30,1,0,0,0,11704,4.454545454545415e-4,3,Donald Trump,0,37,0,0
1227878245,0.398862391422778,5865,0,0,0,126,126,21,21,1,30,119,86,1505,3348,0,0,0,0,0,1,1.7050298380221653e-4,1,1,4,4,0,0,White,0,Under 30,1,0,0,0,93505,0.1198397319291527,9,Donald Trump,13,5865,1,0.002216538789428815
1227906107,0.723958902076363,1811,0,0,0,1174,1174,295,295,2,51,1150,815,0,2,0,0,0,0,0,1,0.0011043622308117063,1,0,4,4,1,0,White,0,Under 30,1,0,0,0,91306,-0.38794299814929056,1,Joe Biden,0,1811,0,0
1227923983,0.233968220701252,1256,0,0,0,156,156,40,40,1,55,127,90,50,0,0,0,0,0,0,1,7.961783439490446e-4,1,0,4,4,0,1,White,0,45-64,0,0,1,0,85143,0.017511788617886177,4,Joe Biden,0,1256,0,0
1227962889,4.09169807402084,6596,0,0,0,1935,1935,1876,1876,0,1877,1935,1930,10,288,0,0,0,0,0,0,0,1,0,2,2,0,1,Other,1,Under 30,1,0,0,0,NA,-0.035003846153846156,2,Joe Biden,0,6596,0,0
1227963203,0.466316956825034,31770,1,0,1,14478,14478,9393,9392,7,9635,12194,8692,231,226,1,0,1,3.147623544224111e-5,1.0646225912913872e-4,1,2.2033364809568776e-4,1,0,4,4,0,0,White,0,30-44,0,1,0,0,37013,-0.014711657879320446,3,Joe Biden,1,31770,1,3.147623544224111e-5
1227967699,1.09330525923818,5807,0,0,0,268,268,146,146,0,147,264,243,577,1,0,0,0,0,0,0,0,1,1,3,2,0,0,White,0,45-64,0,0,1,0,30741,0.0401612846199175,5,Donald Trump,0,5807,0,0
1228006197,1.56069467924789,2224,0,0,0,27,27,8,8,0,9,18,10,121,0,0,0,0,0,0,0,0,1,0,1,2,0,1,Black,1,30-44,0,1,0,0,36703,0.002005730659025789,3,Did not vote for President,0,2224,0,0
1228054697,1.9299368532627,4630,0,0,0,517,517,496,496,0,496,509,503,293,124,0,0,0,0,0,0,0,1,0,1,3,1,1,White,0,Under 30,1,0,0,0,23831,0.012942397977609245,4,Joe Biden,0,4630,0,0
1228058255,0.298085572355588,33305,0,0,0,1455,1455,69,69,0,212,1453,1300,2594,1,0,0,0,0,0,0,0,1,0,2,4,0,1,White,0,45-64,0,0,1,0,13790,0.09162713090812533,8,Joe Biden,0,33305,0,0
1228059449,1.60732446236523,36221,0,0,0,6490,6490,1609,1609,0,2802,6315,5052,7125,4,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,30-44,0,1,0,0,78065,0.08014689617208672,7,Donald Trump,39,36221,1,0.0010767234477236961
1228101297,2.80283987333298,22373,0,0,0,253,253,198,198,1,225,235,225,5348,15,0,0,0,0,0,1,4.469673266884191e-5,1,0,3,3,1,1,White,0,Under 30,1,0,0,0,13605,0.10354057024285275,9,Joe Biden,1,22373,1,4.469673266884191e-5
1228132439,1.19276323303077,124,0,0,0,9,9,1,1,0,1,9,9,8,0,0,0,0,0,0,0,0,1,0,1,2,1,1,White,0,Under 30,1,0,0,0,NA,0.0271375,4,I am undecided as to who I will be voting for,0,124,0,0
1228137059,0.505200685280735,1390,0,0,0,159,159,34,34,0,47,142,107,17,5,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,Under 30,1,0,0,0,46835,-0.06151161137440758,1,Joe Biden,3,1390,1,0.002158273381294964
1228188983,3.64124666504597,24788,0,0,0,1087,1087,23,23,0,31,1087,1070,367,94,0,0,0,0,0,0,0,1,1,3,1,0,0,White,0,45-64,0,0,1,0,NA,0.06082175027462468,6,Donald Trump,0,24788,0,0
1228197625,1.71053007522817,10424,0,0,0,223,223,43,43,2,142,203,66,53,0,0,0,0,0,0,1,1.918649270913277e-4,1,0,1,3,1,1,Black,1,30-44,0,1,0,0,28358,-0.06180807490938381,1,Joe Biden,0,10424,0,0
1228236847,0.570264454335022,2325,0,0,0,97,97,15,15,3,10,85,30,677,0,0,0,0,0,0,1,0.0012903225806451613,1,0,4,4,1,1,White,0,Under 30,1,0,0,0,08724,-0.0659566265060241,1,Joe Biden,2,2325,1,8.602150537634409e-4
1228239869,1.79587952182162,1784,0,0,0,27,27,6,6,0,10,24,20,7,0,0,0,0,0,0,0,0,1,1,3,3,0,0,Other,1,30-44,0,1,0,0,NA,0.05366949806949807,6,Donald Trump,0,1784,0,0
1228244093,0.286418808732207,27905,0,0,0,586,586,26,26,1,25,570,560,625,3,0,0,0,0,0,1,3.583587170757929e-5,1,0,3,4,1,1,White,0,45-64,0,0,1,0,NA,0.056877160154100166,6,Joe Biden,1,27905,1,3.583587170757929e-5
1228244541,0.580739176694395,12746,0,0,0,2179,2179,56,56,37,18,2123,2108,2764,3,0,0,0,0,0,1,0.002902871489094618,1,0,4,3,0,1,White,0,65+,0,0,0,1,08753,0.11076525444973677,9,Joe Biden,1,12746,1,7.845598619174644e-5
1228363941,0.780648353057447,36051,0,0,0,761,761,280,280,20,271,547,535,6288,39,0,0,0,0,0,1,5.547696319103492e-4,1,0,1,2,0,1,White,0,45-64,0,0,1,0,48073,0.08444111010830326,8,Joe Biden,8,36051,1,2.2190785276413969e-4
1228365703,0.587930237466857,44954,0,0,0,1224,1224,847,847,2,852,1209,1192,4,167,0,0,0,0,0,1,4.4489923032433154e-5,1,0,1,3,1,1,Black,1,Under 30,1,0,0,0,48227,0.15404989441576725,10,Jo Jorgensen,0,44954,0,0
1228366255,0.309834835423125,38928,0,0,0,4738,4738,791,791,24,2223,3942,2369,200,94,0,0,0,0,0,1,6.165228113440197e-4,1,0,3,4,0,1,White,0,65+,0,0,0,1,32303,0.07892587151940364,7,Joe Biden,2,38928,1,5.1376900945334976e-5
1228369485,0.304356607923029,18491,0,0,0,2706,2706,1437,1437,10,1535,2335,1570,1450,169,0,0,0,0,0,1,5.408036342004219e-4,1,0,4,3,0,1,White,0,45-64,0,0,1,0,49885,0.07533665055063121,7,Joe Biden,11,18491,1,5.94883997620464e-4
1228392551,0.590269038759064,30492,0,0,0,129,129,57,57,4,58,85,53,5196,3,0,0,0,0,0,1,1.3118194936376755e-4,1,1,2,3,0,1,White,0,45-64,0,0,1,0,33771,0.05505664390597619,6,Donald Trump,3,30492,1,9.838646202282565e-5
1228396973,0.217689423962296,1775,0,0,0,43,43,11,11,0,12,38,22,4,1,0,0,0,0,0,0,0,1,0,3,4,0,1,Hispanic,1,30-44,0,1,0,0,NA,-0.04614120065789474,2,Joe Biden,2,1775,1,0.0011267605633802818
1228397931,3.25946509687478,2724,1,0,1,133,133,75,75,3,73,66,35,31,14,1,0,1,3.671071953010279e-4,0.013333333333333334,1,0.0011013215859030838,1,0,2,3,0,0,White,0,45-64,0,0,1,0,29609,0.012838316400580554,4,Jo Jorgensen,0,2724,0,0
1228419467,0.667630762278851,3761,0,0,0,209,209,10,10,0,15,204,180,2,2,0,0,0,0,0,0,0,1,1,3,4,0,0,Other,1,30-44,0,1,0,0,NA,0.0023498271604938292,3,Donald Trump,1,3761,1,2.6588673225206064e-4
1228420627,1.04831183443226,14472,0,0,0,3660,3660,567,567,0,1120,3657,3085,658,4,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,45-64,0,0,1,0,55807,0.07136952777379073,7,Donald Trump,0,14472,0,0
1228450439,2.26624211008127,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,2,0,1,White,0,45-64,0,0,1,0,28540,-0.0622,1,Joe Biden,0,5,0,0
1228450965,0.277630516211022,5743,0,0,0,1113,1113,1053,1053,0,1053,1110,1104,12,411,0,0,0,0,0,0,0,1,1,2,4,0,1,Hispanic,1,Under 30,1,0,0,0,60139,0.05694328210213188,6,Donald Trump,0,5743,0,0
1228453241,2.2997711332137,11193,0,0,0,206,206,49,49,1,72,157,85,182,22,0,0,0,0,0,1,8.93415527561869e-5,1,0,2,3,1,1,Black,1,Under 30,1,0,0,0,28214,-0.005511166845813924,3,Joe Biden,0,11193,0,0
1228454021,0.868315107612594,97,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,NA,0,0,0,0,1,3,1,0,Other,1,Under 30,1,0,0,0,08854,0.2834671232876712,10,Joe Biden,0,97,0,0
1228476423,0.282634479977616,10680,0,0,0,2822,2822,1872,1872,1,1887,2756,2526,801,6,0,0,0,0,0,1,9.363295880149813e-5,1,0,4,4,0,0,White,0,45-64,0,0,1,0,83854,0.11277517942583731,9,Joe Biden,0,10680,0,0
1228477641,0.460969292671476,6224,0,0,0,903,903,395,395,3,400,879,516,445,29,0,0,0,0,0,1,4.820051413881748e-4,1,1,4,4,0,1,White,0,65+,0,0,0,1,64079,0.10156149565217391,9,Donald Trump,257,6224,1,0.04129177377892031
1228482137,2.01960575906946,34751,0,0,0,297,297,288,288,2,286,287,285,1947,87,0,0,0,0,0,1,5.755230065321861e-5,1,0,2,2,1,1,White,0,45-64,0,0,1,0,83221,0.026881049180327868,4,Joe Biden,0,34751,0,0
1228485267,0.517068911072594,29234,2,0,2,2436,2436,1804,1802,1,1816,2393,1905,2338,506,1,0,1,6.84134911404529e-5,0.0011086474501108647,1,3.420674557022645e-5,1,1,4,4,0,0,White,0,45-64,0,0,1,0,60545,0.02452026712328767,4,Donald Trump,200,29234,1,0.00684134911404529
1228507893,0.792796076699485,35595,0,0,0,230,230,95,95,9,86,221,221,6,146,0,0,0,0,0,1,2.5284450063211124e-4,1,1,3,4,0,0,White,0,30-44,0,1,0,0,28612,0.029140928882438317,4,Donald Trump,0,35595,0,0
1228508553,6.41164066878541,167886,0,0,0,47,47,47,47,0,18,47,47,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,White,0,Under 30,1,0,0,0,26104,0.02881587405706789,4,Donald Trump,0,167886,0,0
1228509539,0.475047979728328,110308,0,0,0,2218,2218,1227,1227,0,1229,2207,1483,15,67,0,0,0,0,0,0,0,1,1,4,4,0,0,White,0,45-64,0,0,1,0,36542,0.293088834486429,10,Donald Trump,452,110308,1,0.0040976175798672805
1228512619,0.309834835423125,11613,0,0,0,222,222,0,0,0,13,222,195,43,0,0,0,0,0,NA,0,0,0,0,3,4,0,1,White,0,65+,0,0,0,1,NA,0.1463749436936937,10,Joe Biden,0,11613,0,0
1228534391,0.152856887801655,19324,0,0,0,1366,1366,483,483,5,574,1299,684,8124,2,0,0,0,0,0,1,2.5874560132477746e-4,1,0,3,4,0,0,Other,1,65+,0,0,0,1,55411,0.07903474325213956,7,Joe Biden,20,19324,1,0.0010349824052991099
1228566355,0.102586250700567,5636,0,0,0,166,166,68,68,45,24,92,63,328,5,0,0,0,0,0,1,0.007984386089425125,1,1,3,4,0,1,White,0,30-44,0,1,0,0,43081,-0.009743247588424438,3,Donald Trump,0,5636,0,0
1228566905,0.253601533813438,1729,0,0,0,123,123,8,8,2,8,115,107,18,2,0,0,0,0,0,1,0.001156737998843262,1,0,4,4,0,1,White,0,45-64,0,0,1,0,49854,0.010815384615384616,4,Joe Biden,1,1729,1,5.78368999421631e-4
1228568417,1.04831183443226,19525,0,0,0,2795,2795,520,520,0,926,2421,1539,2772,12,0,0,0,0,0,0,0,1,1,2,4,0,0,White,0,45-64,0,0,1,0,NA,0.06200305558347573,6,Donald Trump,23,19525,1,0.00117797695262484
1228571473,2.23058126065348,18886,1,0,1,903,904,276,275,37,284,651,495,2310,25,1,0,1,5.2949274594938046e-5,0.0036231884057971015,1,0.0019591231600127076,1,1,2,3,0,1,White,0,45-64,0,0,1,0,NA,-0.029723494673459933,2,Donald Trump,3,18886,1,1.5884782378481415e-4
1228571825,0.313399425515412,40950,0,0,0,790,790,139,139,1,236,725,439,4352,2964,0,0,0,0,0,1,2.442002442002442e-5,1,0,4,4,0,1,White,0,65+,0,0,0,1,85007,0.11026770278574355,9,Joe Biden,7,40950,1,1.7094017094017094e-4
1228588691,0.150085921050739,3321,0,0,0,60,60,53,53,0,52,60,58,354,1,0,0,0,0,0,0,0,1,0,3,4,0,1,White,0,30-44,0,1,0,0,NA,-0.022465346534653464,2,Joe Biden,0,3321,0,0
1228595363,0.174414748715603,453,0,0,0,41,41,28,28,0,29,40,31,3,5,0,0,0,0,0,0,0,1,0,4,4,0,1,White,0,45-64,0,0,1,0,27882,-0.07918109452736319,1,Joe Biden,0,453,0,0
1228598457,0.695820995832437,2840,0,0,0,208,208,149,149,0,151,205,173,657,824,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,65+,0,0,0,1,33982,0.04894313421256788,5,Joe Biden,0,2840,0,0
1228600089,0.475047979728328,19014,0,0,0,152,152,70,70,0,72,135,82,1196,5,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,45-64,0,0,1,0,28078,0.05586371852808263,6,Donald Trump,34,19014,1,0.0017881560955085726
1228602771,0.624496523064641,249,0,0,0,3,3,3,3,0,3,3,3,25,0,0,0,0,0,0,0,0,1,0,1,4,1,1,Black,1,30-44,0,1,0,0,60652,0.02943611111111111,5,Joe Biden,0,249,0,0
1228602981,0.279419808905997,13620,6,6,0,546,546,93,87,0,95,469,345,4074,4776,1,1,0,4.405286343612335e-4,0.06451612903225806,0,0,1,0,4,4,0,0,White,0,45-64,0,0,1,0,32117,0.022083419852131504,4,Joe Biden,8,13620,1,5.873715124816446e-4
1228603613,0.282634479977616,10238,0,0,0,579,579,375,375,0,376,560,450,517,58,0,0,0,0,0,0,0,1,0,4,4,0,0,White,0,45-64,0,0,1,0,95966,0.0031238513164687657,3,Joe Biden,1,10238,1,9.767532721234616e-5
1228603805,1.58707620580301,462,0,0,0,53,53,1,1,0,2,52,49,1,0,0,0,0,0,0,0,0,1,0,3,3,0,1,White,0,45-64,0,0,1,0,41041,0.06953333333333334,7,Joe Biden,0,462,0,0
1228604025,0.460969292671476,1772,0,0,0,40,40,4,4,0,9,37,21,22,18,0,0,0,0,0,0,0,1,1,2,4,0,1,White,0,65+,0,0,0,1,64119,0.09040244498777505,8,Donald Trump,0,1772,0,0
1228613233,1.97335450197046,21971,0,0,0,957,957,207,207,3,214,878,301,769,306,0,0,0,0,0,1,1.3654362568840745e-4,1,0,2,3,0,1,White,0,65+,0,0,0,1,92530,0.08339603833865815,8,Other,161,21971,1,0.0073278412452778665
1228614179,0.304356607923029,8982,0,0,0,45,45,5,5,0,7,37,25,15,0,0,0,0,0,0,0,0,1,1,2,3,0,1,White,0,45-64,0,0,1,0,NA,0.09616516853932584,8,Donald Trump,0,8982,0,0
1228616311,2.69909549813753,92784,0,0,0,20600,20600,15626,15626,54,15587,20426,20226,2598,988,0,0,0,0,0,1,5.819968960165546e-4,1,1,3,3,0,0,Black,1,Under 30,1,0,0,0,43230,0.01795267159923216,4,Donald Trump,0,92784,0,0
1228625609,0.150120731892471,34007,0,0,0,579,579,238,238,2,266,492,361,268,53,0,0,0,0,0,1,5.881142117799277e-5,1,0,4,3,0,1,White,0,45-64,0,0,1,0,49224,0.10903044375644995,9,Joe Biden,0,34007,0,0
1228626385,0.548360866629005,16110,0,0,0,274,274,206,206,0,208,262,231,1051,157,0,0,0,0,0,0,0,1,1,3,1,1,1,Hispanic,1,45-64,0,0,1,0,55033,0.0315572378986006,5,Donald Trump,7,16110,1,4.345127250155183e-4
1228628679,0.353850766682818,3283,0,0,0,761,761,58,58,0,230,749,574,221,3,0,0,0,0,0,0,0,1,1,1,4,0,1,White,0,45-64,0,0,1,0,68015,0.06593659594985535,7,Donald Trump,1,3283,1,3.045994517209869e-4
1228628689,0.555042321695657,2300,0,0,0,3,3,3,3,0,3,3,3,15,0,0,0,0,0,0,0,0,1,1,1,4,0,1,White,0,45-64,0,0,1,0,84119,-0.03149811320754717,2,Donald Trump,0,2300,0,0
1228628693,0.555042321695657,2257,0,0,0,95,95,65,65,0,65,34,12,15,0,0,0,0,0,0,0,0,1,1,1,4,0,1,White,0,45-64,0,0,1,0,83434,0.11464380704041721,9,Donald Trump,1,2257,1,4.4306601683650863e-4
1228628699,0.567474410603755,2793,0,0,0,90,90,32,32,0,32,90,39,182,2,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,65+,0,0,0,1,29676,0.08801610360360361,8,Donald Trump,39,2793,1,0.013963480128893663
1228628705,0.400048201733562,1244,0,0,0,8,8,4,4,0,4,8,7,3,0,0,0,0,0,0,0,0,1,1,2,4,0,0,White,0,45-64,0,0,1,0,97520,-0.008413235294117647,3,Donald Trump,0,1244,0,0
1228629093,0.488339134961364,22,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,4,1,0,Hispanic,1,Under 30,1,0,0,0,94132,-0.0537625,2,Howie Hawkins,0,22,0,0
1228629717,0.370139741246406,3034,0,0,0,18,18,11,11,1,10,17,15,33,0,0,0,0,0,0,1,3.295978905735003e-4,1,0,0,3,0,1,Black,1,45-64,0,0,1,0,91016,-9.822320117474298e-4,3,Joe Biden,1,3034,1,3.295978905735003e-4
1228630365,2.13099302693906,23761,0,0,0,8480,8480,29,29,3,2019,8396,6078,239,18,0,0,0,0,0,1,1.2625731240267665e-4,1,0,4,3,0,1,Black,1,65+,0,0,0,1,30043,0.08444658642334821,8,Joe Biden,1,23761,1,4.208577080089222e-5
1228632193,0.858624165100415,8691,0,0,0,143,143,55,55,0,52,127,93,3183,4,0,0,0,0,0,0,0,1,1,2,4,0,1,White,0,65+,0,0,0,1,NA,-0.011157062543921296,3,Donald Trump,4,8691,1,4.602462317339777e-4
1228642067,0.159996768567665,14576,0,0,0,676,676,127,127,0,127,639,198,711,252,0,0,0,0,0,0,0,1,1,2,4,0,1,Hispanic,1,45-64,0,0,1,0,76001,0.2108046469740634,10,Donald Trump,266,14576,1,0.018249176728869373
1228642069,0.56786117636543,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,4,0,0,Black,1,45-64,0,0,1,0,70811,-0.0075875000000000005,3,Joe Biden,0,80,0,0
1228642083,3.32912475003292,33859,0,0,0,1135,1135,157,157,1,395,1129,885,268,0,0,0,0,0,0,1,2.9534244957027673e-5,1,0,0,1,0,0,Black,1,45-64,0,0,1,0,76017,0.044358058091286304,5,Joe Biden,1,33859,1,2.9534244957027673e-5
1228642097,4.12317927020469,1588,0,0,0,119,119,24,24,0,42,119,101,140,2,0,0,0,0,0,0,0,1,0,2,3,0,1,Hispanic,1,30-44,0,1,0,0,NA,0.04593619047619047,5,Joe Biden,0,1588,0,0
1228642119,0.827688255148237,63499,0,0,0,9278,9278,5296,5296,0,5365,8628,8590,2487,314,0,0,0,0,0,0,0,1,0,2,3,0,0,Black,1,45-64,0,0,1,0,30047,-0.032639386834986475,2,Did not vote for President,23,63499,1,3.6221042851068523e-4
1228642133,0.881880366278522,33124,0,0,0,1154,1154,701,701,0,795,1152,1016,5151,0,0,0,0,0,0,0,0,1,0,2,4,0,0,Hispanic,1,45-64,0,0,1,0,30721,0.05290441298228183,6,Joe Biden,0,33124,0,0
1228642139,1.83207853969331,88,0,0,0,5,5,1,1,0,2,5,4,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,Hispanic,1,30-44,0,1,0,0,78577,-0.0745763888888889,1,Did not vote for President,0,88,0,0
1228642145,1.55039824169063,446,0,0,0,36,36,14,14,0,18,28,17,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Hispanic,1,45-64,0,0,1,0,88005,0.0274,4,Joe Biden,0,446,0,0
1228642165,0.467639634766624,13404,0,0,0,73,73,22,22,0,24,68,51,22,1,0,0,0,0,0,0,0,1,1,1,3,0,1,White,0,Under 30,1,0,0,0,11219,0.10267055673323663,9,Donald Trump,2,13404,1,1.4920919128618324e-4
1228642187,0.541474499619212,19903,0,0,0,723,723,61,61,0,62,677,667,53,457,0,0,0,0,0,0,0,1,1,2,3,0,1,Hispanic,1,45-64,0,0,1,0,78577,0.19710173796791444,10,Donald Trump,2,19903,1,1.0048736371401296e-4
1228642197,1.81080370840478,3719,0,0,0,8,8,3,3,0,4,8,7,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,Hispanic,1,30-44,0,1,0,0,11101,0.15611881971932348,10,Joe Biden,0,3719,0,0
1228642199,1.90737243005516,756,0,0,0,13,13,13,13,0,13,13,13,9,0,0,0,0,0,0,0,0,1,0,3,4,0,1,Hispanic,1,45-64,0,0,1,0,10009,0.0208030303030303,4,Joe Biden,0,756,0,0
1228642201,2.21658045448705,6088,0,0,0,87,87,8,8,0,8,79,44,427,2,0,0,0,0,0,0,0,1,0,0,2,0,0,White,0,45-64,0,0,1,0,20732,0.10634559925093633,9,Joe Biden,0,6088,0,0
1228642207,2.72301082068646,34706,0,0,0,555,555,433,433,3,432,548,479,747,1624,0,0,0,0,0,1,8.644038494784764e-5,1,0,0,3,0,0,Hispanic,1,30-44,0,1,0,0,90250,0.07490513048109355,7,Did not vote for President,0,34706,0,0
1228642215,1.86136842843054,28928,0,0,0,75,75,20,20,0,20,75,75,80,19,0,0,0,0,0,0,0,1,0,1,2,0,1,Hispanic,1,30-44,0,1,0,0,77066,0.12300525928650238,9,Joe Biden,0,28928,0,0
1228642227,6.41164066878541,44881,0,0,0,3692,3692,2173,2173,0,2545,3688,3311,294,23,0,0,0,0,0,0,0,1,0,3,1,0,0,Hispanic,1,30-44,0,1,0,0,92126,0.030430252274607113,5,Joe Biden,2,44881,1,4.4562286936565584e-5
1228642229,1.86136842843054,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,2,0,1,Hispanic,1,30-44,0,1,0,0,NA,-0.0840125,1,Joe Biden,0,45,0,0
